Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Normal_Global_Sale,Platform_General,Year_Label,Scaled_Normal_Global_Sale,Normal_Global_Sale_Class
Big League Sports,X360,2011.0,Sports,Activision,0.18,0.01,0.0,0.02,0.21,E,0.02696742565136346,Microsoft_Xbox,2,0.00925308080374499,Low
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,T,0.1124150509235938,Sony_Playstation,0,0.04099914330008533,High
College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Microsoft_Xbox,1,0.00943032483836135,Low
NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Microsoft_Xbox,1,0.00943032483836135,Low
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,E10+,0.02799835348641501,Nintendo,1,0.00963609787854952,Low
Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,E,0.024972633849069552,Nintendo,0,0.00851196266241508,Low
The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,M,0.032983077455895626,Microsoft_Xbox,3,0.011488055240243053,Average
Star Wars: Battlefront,PC,2004.0,Shooter,LucasArts,0.07,0.13,0.0,0.02,0.21,T,0.034644652112389165,PC,0,0.012105374360807565,Average
BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,M,0.02783174491351482,Microsoft_Xbox,0,0.00957419836816682,Low
Harry Potter and the Deathly Hallows - Part 2,DS,2011.0,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,E10+,0.0313982914020129,Nintendo,2,0.010899265125250352,Average
Puss in Boots,Wii,2011.0,Action,THQ,0.19,0.01,0.0,0.01,0.21,E10+,0.02458538420313856,Nintendo,2,0.00836808913260961,Low
NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,E10+,0.02783174491351482,Microsoft_Xbox,1,0.00957419836816682,Low
Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,M,0.02783174491351482,Microsoft_Xbox,0,0.00957419836816682,Low
Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,M,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Sony_Playstation,1,0.00943032483836135,Low
Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Nintendo,1,0.009047307763556821,Low
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.04,0.01,0.21,E10+,0.05339751532521677,Nintendo,3,0.01907256116843466,Average
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,T,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,E10+,0.02799835348641501,Microsoft_Xbox,2,0.00963609787854952,Low
Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,M,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,M,0.030290574964350538,Microsoft_Xbox,2,0.010487719044874012,Average
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Nintendo,1,0.00943032483836135,Low
Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Microsoft_Xbox,2,0.00943032483836135,Low
Darkwatch,XB,2005.0,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,M,0.02783174491351482,Microsoft_Xbox,1,0.00957419836816682,Low
Bratz: Girlz Really Rock,Wii,2008.0,Action,THQ,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Nintendo,1,0.009047307763556821,Low
Assassin's Creed Syndicate,PC,2015.0,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,M,0.03242921923706445,PC,3,0.011282282200054883,Average
The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,E10+,0.02799835348641501,Nintendo,1,0.00963609787854952,Low
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,T,0.03860420011824667,Nintendo,1,0.013576451620716664,Average
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,T,0.02783174491351482,Microsoft_Xbox,0,0.00957419836816682,Low
Brunswick Pro Bowling,PSP,2007.0,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Sony_Playstation,1,0.009047307763556821,Low
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,M,0.09678807245266272,Sony_Playstation,3,0.03519330570557504,High
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,E,0.048299594883506526,Nintendo,2,0.017178548310519688,Average
Bionicle,GC,2003.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,E,0.026246958859632095,Nintendo,0,0.00898540825317412,Low
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,T,0.03267261641257545,Sony_Playstation,2,0.011372710716009394,Average
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,M,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
Unreal II: The Awakening,XB,2004.0,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,M,0.027277886694683645,Microsoft_Xbox,0,0.00936842532797865,Low
Spider-Man: Web of Shadows,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,0.21,E10+,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,M,0.028818985382697435,Microsoft_Xbox,1,0.009940984426102747,Low
Batman Begins,XB,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,T,0.026246958859632095,Microsoft_Xbox,1,0.00898540825317412,Low
NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,E,0.027521283870194646,Microsoft_Xbox,3,0.009458853843933163,Low
JSRF: Jet Set Radio Future,XB,2002.0,Action,Sega,0.13,0.04,0.03,0.01,0.21,T,0.04370212055995691,Microsoft_Xbox,0,0.015470464478631632,Average
NHL Hitz 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,E,0.026246958859632095,Nintendo,0,0.00898540825317412,Low
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,M,0.040819632993571386,Microsoft_Xbox,2,0.014399543781469345,Average
NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,E,0.026246958859632095,Nintendo,0,0.00898540825317412,Low
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,M,0.03513144646341116,Sony_Playstation,3,0.012286231392716583,Average
Greg Hastings Paintball 2,X360,2010.0,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,E10+,0.023000598149255834,Microsoft_Xbox,2,0.0077792990176169105,Low
Project: Snowblind,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,T,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,0.21,T,0.031475080004623714,Microsoft_Xbox,2,0.010927794130822165,Average
The Last Airbender,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21,T,0.030290574964350538,Nintendo,2,0.010487719044874012,Average
Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Nintendo,1,0.009047307763556821,Low
NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Microsoft_Xbox,1,0.009047307763556821,Low
StokEd,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,T,0.02355445636808701,Microsoft_Xbox,2,0.00798507205780508,Low
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.03,0.21,M,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Defiance,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,M,0.027598072472805456,PC,3,0.009487382849504972,Low
NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,E,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Sony_Playstation,1,0.009047307763556821,Low
NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,E,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Sony_Playstation,2,0.009047307763556821,Low
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.21,T,0.03219554679635508,Sony_Playstation,3,0.011195466681393033,Average
MLB 10: The Show,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,E,0.026413567432532287,Sony_Playstation,2,0.009047307763556821,Low
Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,E,0.09448281960704862,Sony_Playstation,0,0.034336843040011465,High
Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,E,0.02466217280574937,Nintendo,2,0.008396618138181421,Low
Outlaw Golf 2,XB,2004.0,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,M,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,Atari,0.16,0.04,0.0,0.01,0.21,E,0.026246958859632095,Nintendo,0,0.00898540825317412,Low
Dead to Rights: Retribution,X360,2010.0,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,M,0.030844433183181717,Microsoft_Xbox,2,0.010693492085062182,Average
Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21,E,0.02338784779518683,Nintendo,0,0.007923172547422383,Low
Tenchu: Shadow Assassins,Wii,2008.0,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,M,0.04100961806841183,Nintendo,1,0.014470128283262593,Average
Barbie: Groom and Glam Pups,Wii,2010.0,Action,THQ,0.18,0.02,0.0,0.01,0.21,E,0.025139242421969736,Nintendo,2,0.00857386217279778,Low
Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,T,0.06306225409228626,Sony_Playstation,3,0.022663268340608164,Average
Wedding Dash,DS,2009.0,Action,Zoo Games,0.19,0.0,0.0,0.01,0.2,E,0.023000598149255834,Nintendo,2,0.0077792990176169105,Low
Beyblade G-Revolution,GBA,2004.0,Action,Atari,0.15,0.05,0.0,0.0,0.2,E,0.02338784779518683,Nintendo,0,0.007923172547422383,Low
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,Ubisoft,0.04,0.13,0.0,0.03,0.2,M,0.034964837890510976,Sony_Playstation,3,0.012224331882333886,Average
God of War Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,M,0.041670300488584125,Sony_Playstation,3,0.014715589351773289,Average
Anarchy Reigns,PS3,2012.0,Action,Sega,0.1,0.03,0.06,0.02,0.2,M,0.06298546548967546,Sony_Playstation,2,0.022634739335036354,Average
NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Microsoft_Xbox,1,0.00860239117836959,Low
Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,M,0.032028938223454886,Microsoft_Xbox,3,0.011133567171010333,Average
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,M,0.0337803328502378,PC,2,0.011784256796385732,Average
MLB SlugFest 20-03,XB,2002.0,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
NBA 2K2,XB,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,T,0.04045575984958064,Nintendo,2,0.014264355243074421,Average
Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,E,0.027044214253974276,Sony_Playstation,2,0.0092816098093168,Low
Planet 51,Wii,2009.0,Action,Sega,0.17,0.01,0.0,0.02,0.2,E,0.025936497816311917,Nintendo,2,0.008870063728940461,Low
Dead to Rights II,PS2,2005.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,M,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Super Dodge Ball Advance,GBA,2001.0,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,E,0.022356919960135283,Nintendo,0,0.007540155472617852,Low
FIFA 16,PC,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,E,0.030200754994061167,PC,3,0.010454348540063125,Average
NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,E,0.026490356035143096,Microsoft_Xbox,3,0.009075836769128631,Low
Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,E10+,0.037536864413576315,Sony_Playstation,2,0.013179908055262512,Average
Dragon Ball: Xenoverse 2,XOne,2016.0,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,T,0.029259647129298995,Microsoft_Xbox,3,0.010104701970069484,Average
Dragon Ball: Revenge of King Piccolo,Wii,2009.0,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,E10+,0.044499375954299085,Nintendo,2,0.01576666603477431,Average
Warriors Orochi,PSP,2008.0,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,T,0.1253495269029798,Sony_Playstation,1,0.04580464469922659,High
MVP Baseball 2003,XB,2003.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
NCAA Final Four 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,E,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,T,0.02521603102458055,Microsoft_Xbox,1,0.00860239117836959,Low
NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,E,0.025382639597480737,Sony_Playstation,1,0.008664290688752291,Low
Clive Barker's Jericho,PS3,2007.0,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,M,0.025936497816311917,Sony_Playstation,1,0.008870063728940461,Low
The BIGS 2,PS2,2009.0,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,E10+,0.03322647463140663,Sony_Playstation,2,0.011578483756197563,Average
Front Mission Evolved,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,T,0.041927349431233746,Microsoft_Xbox,2,0.014811089861845685,Average
Mat Hoffman's Pro BMX 2,XB,2002.0,Sports,Activision,0.15,0.04,0.0,0.01,0.2,T,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
From Russia With Love,XB,2005.0,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,T,0.02521603102458055,Microsoft_Xbox,1,0.00860239117836959,Low
Cabela's North American Adventures,Wii,2010.0,Sports,Activision,0.19,0.0,0.0,0.01,0.2,T,0.023000598149255834,Nintendo,2,0.0077792990176169105,Low
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,M,0.028705788910467815,PC,3,0.009898928929881312,Low
Cabela's Big Game Hunter (2008),PS2,2007.0,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,T,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Shark Tale,XB,2004.0,Action,Activision,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
NFL Street 2,GC,2004.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,E,0.02521603102458055,Nintendo,0,0.00860239117836959,Low
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,E10+,0.03322647463140663,Sony_Playstation,1,0.011578483756197563,Average
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,T,0.0741451703403383,Sony_Playstation,2,0.02678086611739167,Average
Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,T,0.02521603102458055,Microsoft_Xbox,0,0.00860239117836959,Low
Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,T,0.03171847718013471,Sony_Playstation,2,0.011018222646776673,Average
Forgotten Realms: Demon Stone,PS2,2004.0,Action,Atari,0.1,0.08,0.0,0.03,0.2,T,0.03322647463140663,Sony_Playstation,0,0.011578483756197563,Average
Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,M,0.025382639597480737,Microsoft_Xbox,1,0.008664290688752291,Low
Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,M,0.03053397213986154,Sony_Playstation,2,0.010578147560828522,Average
Backyard Hockey,GBA,2003.0,Sports,Atari,0.14,0.05,0.0,0.0,0.2,E,0.022356919960135283,Nintendo,0,0.007540155472617852,Low
Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,M,0.03188508575303489,Sony_Playstation,2,0.011080122157159372,Average
Tiger Woods PGA Tour 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,E,0.021969670314204284,Sony_Playstation,1,0.007396281942812379,Low
Ratatouille,GBA,2007.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,E,0.022356919960135283,Nintendo,1,0.007540155472617852,Low
Prince of Persia: Warrior Within,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,M,0.02521603102458055,Nintendo,0,0.00860239117836959,Low
Warriors Orochi,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,T,0.025936497816311917,Microsoft_Xbox,1,0.008870063728940461,Low
Predator: Concrete Jungle,PS2,2005.0,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,M,0.0316416885775239,Sony_Playstation,1,0.010989693641204864,Average
Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.14,0.04,0.0,0.01,0.2,T,0.024185103189529007,Nintendo,2,0.008219374103565063,Low
X-Men Origins: Wolverine,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,0.2,E10+,0.027044214253974276,Nintendo,2,0.0092816098093168,Low
NHL FaceOff 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,E,0.028228719294247445,Sony_Playstation,0,0.009721684895264952,Low
The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,T,0.028228719294247445,Sony_Playstation,0,0.009721684895264952,Low
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,M,0.046047754138563005,Sony_Playstation,3,0.016341929659117387,Average
Way of the Samurai 4,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,M,0.11775636854081503,Sony_Playstation,2,0.042983584673954814,High
Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,M,0.025936497816311917,Sony_Playstation,1,0.008870063728940461,Low
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,E,0.025382639597480737,Sony_Playstation,2,0.008664290688752291,Low
Family Guy,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,M,0.025382639597480737,Sony_Playstation,1,0.008664290688752291,Low
Sniper Elite,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,M,0.028228719294247445,Sony_Playstation,1,0.009721684895264952,Low
Harry Potter and the Goblet of Fire,PSP,2005.0,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,E10+,0.024351711762429194,Sony_Playstation,1,0.008281273613947763,Low
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,E,0.031164618961303528,Sony_Playstation,2,0.010812449606588503,Average
Conan,X360,2007.0,Action,THQ,0.16,0.02,0.0,0.01,0.19,M,0.023077386751866644,Microsoft_Xbox,1,0.00780782802318872,Low
Dinotopia: The Timestone Pirates,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,E,0.022356919960135283,Nintendo,0,0.007540155472617852,Low
No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,M,0.05087162140657187,Sony_Playstation,2,0.018134124483448318,Average
Aliens vs Predator,PC,2010.0,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,M,0.03376730148255924,PC,2,0.011779415297146656,Average
Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.06,0.0,0.03,0.19,T,0.03005690252364117,Sony_Playstation,2,0.010400903526212162,Average
Manhunt,XB,2004.0,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,M,0.024185103189529007,Microsoft_Xbox,0,0.008219374103565063,Low
NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,E,0.027197791459195902,Sony_Playstation,0,0.009338667820460424,Low
Dynasty Warriors: Gundam 2,X360,2008.0,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,T,0.07017834283823066,Microsoft_Xbox,1,0.025307084331263587,Average
We Wish You A Merry Christmas,Wii,2009.0,Action,Destineer,0.13,0.04,0.0,0.02,0.19,E,0.026567144637753906,Nintendo,2,0.00910436577470044,Low
LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,E10+,0.03174185368207496,Nintendo,3,0.01102690763818722,Average
Conflict: Denied Ops,X360,2008.0,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,M,0.029336435731909805,Microsoft_Xbox,1,0.010133230975641293,Average
Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,M,0.030921221785792534,PC,3,0.010722021090633995,Average
Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,M,0.027197791459195902,Sony_Playstation,0,0.009338667820460424,Low
Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,M,0.024185103189529007,Microsoft_Xbox,0,0.008219374103565063,Low
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,T,0.024905569981260367,Sony_Playstation,1,0.008487046654135931,Low
Silent Scope 2: Dark Silhouette,PS2,2001.0,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,M,0.027197791459195902,Sony_Playstation,0,0.009338667820460424,Low
The Spiderwick Chronicles,Wii,2008.0,Action,Vivendi Games,0.17,0.0,0.0,0.01,0.19,E10+,0.02093874247915274,Nintendo,1,0.007013264868007851,Low
Dave Mirra Freestyle BMX 2,GBA,2001.0,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,E,0.022356919960135283,Nintendo,0,0.007540155472617852,Low
X-Men Origins: Wolverine,PSP,2009.0,Action,Activision,0.13,0.03,0.0,0.03,0.19,T,0.02839532786714763,Sony_Playstation,2,0.00978358440564765,Low
NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,E,0.027197791459195902,Sony_Playstation,0,0.009338667820460424,Low
Marvel Super Hero Squad: Comic Combat,PS3,2011.0,Action,THQ,0.11,0.05,0.0,0.03,0.19,E10+,0.029503044304809996,Sony_Playstation,2,0.010195130486023994,Average
Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,E,0.022523528533035467,Nintendo,2,0.00760205498300055,Low
